"","geo1","time","dSP","dG","dE","ver","rok"
"438","Portugalia",2014-01-01,10679.5,-10352.4,-327.100000000006,21359,2019-09-16
"439","Portugalia",2015-01-01,9779.80000000002,-8732.9,-1047,19559.7,2019-09-16
"440","Portugalia",2016-01-01,10564.4,-8488.5,-2075.90000000001,21128.8,2019-09-16
"441","Portugalia",2017-01-01,8557.99999999999,-6998,-1560.10000000001,17116.1,2019-09-16
"442","Portugalia",2018-01-01,6396.70000000002,-6094.2,-302.5,12793.4,2019-09-16
"443","Rumunia",2002-01-01,-1399.49999999999,-7255.9,8655.4,-2798.99999999999,2019-09-16
"444","Rumunia",2003-01-01,-4440.60000000001,-10440.8,14881.4,-8881.20000000002,2019-09-16
"445","Rumunia",2004-01-01,-10382.3,-11978.8,22361.1,-20764.6,2019-09-16
"446","Rumunia",2005-01-01,-15227.4,-14291,29518.4,-30454.8,2019-09-16
"447","Rumunia",2006-01-01,-24389.2,-17226.2,41615.4,-48778.4,2019-09-16
"448","Rumunia",2007-01-01,-40096.6,-19855.6,59952.2,-80193.2,2019-09-16
"449","Rumunia",2008-01-01,-37763.3,-31681.7,69445,-75526.6,2019-09-16
"450","Rumunia",2009-01-01,4589.00000000003,-38702.2,34113.2,9178.00000000001,2019-09-16
"451","Rumunia",2010-01-01,-7229.69999999995,-26780,34009.7,-14459.4,2019-09-16
"452","Rumunia",2011-01-01,-18220.8,-14261.7,32482.5,-36441.6,2019-09-16
"453","Rumunia",2012-01-01,-14504.1,-15922.4,30426.5,-29008.2,2019-09-16
"454","Rumunia",2013-01-01,11962.2,-16907.1,4944.89999999999,23924.4,2019-09-16
"455","Rumunia",2014-01-01,16093.1000000001,-19033.6,2940.5,32186.2000000001,2019-09-16
"456","Rumunia",2015-01-01,8410.49999999997,-12839,4428.5,16821,2019-09-16
"457","Rumunia",2016-01-01,30937.4,-38028.5,7091.09999999998,61874.8,2019-09-16
"458","Rumunia",2017-01-01,38453,-56674.5,18221.5,76906,2019-09-16
"459","Rumunia",2018-01-01,38437.2000000001,-68757.9,30320.7,76874.4000000001,2019-09-16
"460","Szwecja",2002-01-01,271752,-109425,-162327,543504,2019-09-16
"461","Szwecja",2003-01-01,294408,-124645,-169763,588816,2019-09-16
"462","Szwecja",2004-01-01,332624,-119435,-213189,665248,2019-09-16
"463","Szwecja",2005-01-01,325169,-116638,-208531,650338,2019-09-16
"464","Szwecja",2006-01-01,366255,-131019,-235236,732510,2019-09-16
"465","Szwecja",2007-01-01,351345,-121331,-230014,702690,2019-09-16
"466","Szwecja",2008-01-01,343610,-131307,-212303,687220,2019-09-16
"467","Szwecja",2009-01-01,362646,-173185,-189461,725292,2019-09-16
"468","Szwecja",2010-01-01,357568,-165111,-192457,715136,2019-09-16
"469","Szwecja",2011-01-01,356094,-184079,-172015,712188,2019-09-16
"470","Szwecja",2012-01-01,387182,-205475,-181707,774364,2019-09-16
"471","Szwecja",2013-01-01,395227,-225291,-169936,790454,2019-09-16
"472","Szwecja",2014-01-01,412951,-243051,-169900,825902,2019-09-16
"473","Szwecja",2015-01-01,442841,-238658,-204183,885682,2019-09-16
"474","Szwecja",2016-01-01,431754,-237631,-194123,863508,2019-09-16
"475","Szwecja",2017-01-01,408264,-239522,-168742,816528,2019-09-16
"476","Szwecja",2018-01-01,409110,-258254,-150856,818220,2019-09-16
"477","Słowenia",2002-01-01,1380.2,-1146.7,-233.4,2760.3,2019-09-16
"478","Słowenia",2003-01-01,1211.6,-1292.9,81.2999999999993,2423.2,2019-09-16
"479","Słowenia",2004-01-01,1003.9,-1403.6,399.799999999999,2007.7,2019-09-16
"480","Słowenia",2005-01-01,1353.4,-1539.9,186.299999999999,2707,2019-09-16
"481","Słowenia",2006-01-01,1768.4,-1783.5,15.0999999999985,3536.8,2019-09-16
"482","Słowenia",2007-01-01,1192.9,-1659.1,466.100000000002,2385.9,2019-09-16
"483","Słowenia",2008-01-01,1515.5,-2313.9,798.299999999999,3031.1,2019-09-16
"484","Słowenia",2009-01-01,3763.6,-3253.6,-510,7527.2,2019-09-16
"485","Słowenia",2010-01-01,3577.3,-3192.6,-384.799999999999,7154.7,2019-09-16
"486","Słowenia",2011-01-01,3457.3,-3006.5,-450.799999999999,6914.6,2019-09-16
"487","Słowenia",2012-01-01,3942.4,-2710.2,-1232.2,7884.8,2019-09-16
"488","Słowenia",2013-01-01,4063.8,-2358.9,-1704.8,8127.5,2019-09-16
"489","Słowenia",2014-01-01,4593.3,-2051.6,-2541.8,9186.7,2019-09-16
"490","Słowenia",2015-01-01,5151.2,-2042.4,-3108.8,10302.4,2019-09-16
"491","Słowenia",2016-01-01,5756.2,-2306,-3450.2,11512.4,2019-09-16
"492","Słowenia",2017-01-01,6110.7,-2301,-3809.7,12221.4,2019-09-16
"493","Słowenia",2018-01-01,6268.70000000001,-2480.1,-3788.60000000001,12537.4,2019-09-16
"494","Słowacja",2002-01-01,887.799999999997,-3583.8,2695.9,1775.7,2019-09-16
"495","Słowacja",2003-01-01,3167.6,-3953.1,785.599999999999,6335.10000000001,2019-09-16
"496","Słowacja",2004-01-01,2639.4,-3901.2,1261.7,5278.90000000001,2019-09-16
"497","Słowacja",2005-01-01,1344.3,-3657.4,2313.1,2688.6,2019-09-16
"498","Słowacja",2006-01-01,2881.8,-5120.1,2238.5,5763.4,2019-09-16
"499","Słowacja",2007-01-01,4002.4,-4708.2,705.800000000003,8004.79999999999,2019-09-16
"500","Słowacja",2008-01-01,4222.3,-6160.9,1938.4,8444.8,2019-09-16
"501","Słowacja",2009-01-01,6253,-7202.4,949.5,12505.9,2019-09-16
"502","Słowacja",2010-01-01,6378.7,-7360.4,981.599999999999,12757.5,2019-09-16
"503","Słowacja",2011-01-01,6043.8,-6689.1,645.399999999994,12087.5,2019-09-16
"504","Słowacja",2012-01-01,9511.30000000001,-6845.6,-2665.59999999999,19022.5,2019-09-16
"505","Słowacja",2013-01-01,10104.7,-6964.6,-3140,20209.3,2019-09-16
"506","Słowacja",2014-01-01,9824.8,-7217.2,-2607.59999999999,19649.6,2019-09-16
"507","Słowacja",2015-01-01,8847.39999999999,-7661.2,-1186.20000000001,17694.8,2019-09-16
"508","Słowacja",2016-01-01,10334.5,-7886.3,-2448.2,20669,2019-09-16
"509","Słowacja",2017-01-01,10647.8,-8017,-2630.79999999999,21295.6,2019-09-16
"510","Słowacja",2018-01-01,10656.3,-8366.5,-1945.39999999999,20968.2,2019-09-16
"511","Wlk. Brytania",2002-01-01,42039,-75325,33286,84078,2019-09-16
"512","Wlk. Brytania",2003-01-01,60451,-90404,29953,120902,2019-09-16
"513","Wlk. Brytania",2004-01-01,68177,-101793,33616,136354,2019-09-16
"514","Wlk. Brytania",2005-01-01,81174,-116206,35032,162348,2019-09-16
"515","Wlk. Brytania",2006-01-01,90589,-124948,34359,181178,2019-09-16
"516","Wlk. Brytania",2007-01-01,92301,-127321,35020,184602,2019-09-16
"517","Wlk. Brytania",2008-01-01,109767,-148768,39001,219534,2019-09-16
"518","Wlk. Brytania",2009-01-01,147083,-175408,28325,294166,2019-09-16
"519","Wlk. Brytania",2010-01-01,120265,-155369,35104,240530,2019-09-16
"520","Wlk. Brytania",2011-01-01,121332,-139805,18473,242664,2019-09-16
"521","Wlk. Brytania",2012-01-01,115740,-141336,25596,231480,2019-09-16
"522","Wlk. Brytania",2013-01-01,103960,-132996,29036,207920,2019-09-16
"523","Wlk. Brytania",2014-01-01,103042,-132717,29675,206084,2019-09-16
"524","Wlk. Brytania",2015-01-01,103439,-130423,26984,206878,2019-09-16
"525","Wlk. Brytania",2016-01-01,97163,-128050,30887,194326,2019-09-16
"526","Wlk. Brytania",2017-01-01,90242,-123249,23933,189558,2019-09-16
"527","Wlk. Brytania",2018-01-01,83138,-126962,30969,179131,2019-09-16
